Date,Q_FLAG,LATITUDE,LONGITUDE,DEPTH,VCAR,VTPK,VWH$,VCMX,VTP$,WDIR,WSPD,GSPD,WDIR2,WSPD2,GSPD2,ATMS,ATMS2,DRYT,SSTP
02/02/2010,1,49.91,124.99,14,0.169166667,3.135,0.183333333,0.304166667,3.1,94,3.2125,3.908333333,76.875,3.425,4.220833333,1010.904167,1010.954167,6.608333333,7.495833333
02/02/2011,2,49.91,124.99,14,0.063333333,2.541666667,0.066666667,0.179166667,2.5,149.5416667,1.725,2.454166667,144.9583333,1.954166667,2.8,1033.841667,1033.6875,3.8625,6.425
02/02/2012,1.260869565,49.91,124.99,14,0.220434783,3.040869565,0.22173913,0.726086957,3.02173913,118.7826087,4.665217391,5.517391304,117.826087,4.595652174,5.634782609,1030.230435,1030.073913,-51.3,6.804347826
02/02/2013,3.25,49.91,124.99,14,0.045416667,5.649166667,0.020833333,0.0125,3.816666667,171.6666667,2.020833333,2.629166667,169.125,2.141666667,2.8,1029.066667,1029.066667,5.379166667,6.65
02/02/2014,2,49.91,124.99,14,0.131666667,22.76708333,0.125,0.2375,2.441666667,164.7083333,2.933333333,3.845833333,159.1666667,3.133333333,4.120833333,1018.945833,1018.945833,4.470833333,7.316666667
02/02/2015,2.5,49.91,124.99,14,0.628333333,16.21375,0.591666667,1.070833333,3.958333333,127.2083333,5.808333333,7.070833333,130.1666667,6.05,7.408333333,1013.85,1013.85,8.066666667,8.258333333
02/02/2016,2.625,49.91,124.99,14,0.136666667,15.94166667,0.125,0.2375,2.8625,142.4583333,2.333333333,3.129166667,143.8333333,2.4875,3.275,1022.416667,1022.4125,5.0625,7.7125
02/02/2017,1,49.91,124.99,14,0.06,4.79,0.1,0.1,4.6,358,1.2,1.9,360,1.4,2.1,1020.2,1020.2,4.5,6.9
02/02/2018,2.375,49.91,124.99,14,0.749583333,15.54333333,0.7125,1.279166667,4.516666667,122.4166667,6.095833333,7.3875,116.7916667,6.566666667,7.9125,1018.808333,1018.7875,6.7,7.808333333
02/02/2019,4,49.91,124.99,14,0.462727273,28.44,0.336363636,1.095454545,3.145454545,275.7272727,5.195454545,6.472727273,299.5454545,5.609090909,6.968181818,1002.931818,1002.9,6.290909091,7.581818182
02/02/2021,0,49.91,124.99,14,10000,10000,0.25,0.8125,2.870833333,198.2916667,4.083333333,5.108333333,0,0,0,1005.3,1005.279167,6.433333333,-51.3
02/02/2022,0,49.91,124.99,14,10000,10000,1.254166667,1.354166667,3.541666667,178,4.829166667,6.145833333,0,0,0,1027.679167,1027.675,3.491666667,-51.3
02/03/2005,1,49.91,124.99,14,0.72375,4.224166667,0.725,1.229166667,4.266666667,140.4583333,7.858333333,9.4875,138.4166667,7.975,9.670833333,1023.2625,1023.3125,9.325,8.208333333
02/03/2006,1,49.91,124.99,14,0.339583333,3.197916667,0.329166667,0.5875,3.283333333,162.375,5.858333333,7.275,157.1666667,5.795833333,7.266666667,1012.904167,1012.641667,6.791666667,7.670833333
02/03/2007,3.5,49.91,124.99,14,0.042083333,3.87125,0.1125,0.233333333,2.8375,166.5833333,2.75,3.654166667,183.7083333,3.025,4,1025.008333,1025.095833,3.125,6.370833333
02/03/2008,1,49.91,124.99,14,0.307142857,2.83047619,0.304761905,1.395238095,2.823809524,307.7142857,6.066666667,7.352380952,313.1428571,6.304761905,7.771428571,1004.266667,1004.22381,2.695238095,6.180952381
02/03/2009,1.125,49.91,124.99,14,0.361666667,3.03,0.358333333,0.7625,3.029166667,123.2083333,4.154166667,5.0875,111.0416667,4.495833333,5.525,1021.2375,1021.270833,6.004166667,7.470833333
02/03/2010,2.125,49.91,124.99,14,0.096666667,2.863333333,0.091666667,0.183333333,2.858333333,128.5833333,2.120833333,2.595833333,157.8333333,2.391666667,2.925,1008.4625,1008.529167,6.533333333,7.320833333
02/03/2011,1,49.91,124.99,14,0.659166667,4.022083333,0.658333333,1.4875,3.995833333,123.5416667,7.420833333,9.020833333,121.625,7.75,9.4875,1030.891667,1030.745833,5.8,6.770833333
02/03/2012,2.875,49.91,124.99,14,0.055,2.925,0.0375,0.145833333,2.8875,215.375,1.845833333,2.504166667,224,2.008333333,2.725,1024.3875,1024.270833,-51.3,6.583333333
02/03/2013,3.375,49.91,124.99,14,0.147083333,13.69791667,0.104166667,0.270833333,3.2375,166.375,2.55,3.504166667,162.8333333,2.7,3.729166667,1024.433333,1024.433333,5.470833333,6.575
02/03/2014,3.869565217,49.91,124.99,14,0.387826087,27.90608696,0.291304348,0.917391304,2.613043478,296.2608696,6.069565217,7.356521739,305.8695652,6.352173913,7.77826087,1019.804348,1019.804348,3.873913043,7.430434783
02/03/2015,2.875,49.91,124.99,14,0.328333333,19.205,0.304166667,0.583333333,3.429166667,109.6666667,3.791666667,4.541666667,113.25,3.95,4.754166667,1016.729167,1016.720833,7.858333333,8.241666667
02/03/2016,3.217391304,49.91,124.99,14,0.927391304,22.36086957,0.856521739,1.760869565,3.869565217,118.9130435,8.039130435,9.782608696,119.3043478,8.156521739,9.952173913,1018.4,1018.391304,6.247826087,7.926086957
02/03/2017,1.875,49.91,124.99,14,0.134583333,13.03,0.1375,0.275,3.658333333,190.9166667,2.495833333,3.4875,158.4583333,2.358333333,3.2125,1008.4375,1008.425,2.0125,6.541666667
02/03/2018,2.25,49.91,124.99,14,0.175416667,18.87083333,0.158333333,0.366666667,2.916666667,213.7083333,2.604166667,3.175,177.1666667,2.870833333,3.4875,1022.845833,1022.8125,7.504166667,7.708333333
02/03/2019,4,49.91,124.99,14,0.676666667,28.44,0.5,1.506666667,3.273333333,307.9333333,8.14,9.986666667,332.5333333,8.626666667,10.72666667,997.6533333,997.6066667,0.22,7.173333333
02/03/2020,4,49.91,124.99,14,0.26,28.44,0.2,0.9,2.1,8,5.2,6.2,0,0,0,1029.3,1029.3,4.3,7.8
02/03/2021,0,49.91,124.99,14,10000,10000,0.408333333,1.025,3.2125,240.7083333,5.229166667,6.445833333,0,0,0,1015.170833,1015.154167,5.866666667,-51.3
02/03/2022,0,49.91,124.99,14,10000,10000,1.133333333,2.0875,2.983333333,95.08333333,3.729166667,4.6625,0,0,0,1027.416667,1027.408333,3.1875,-51.3
02/04/2005,1,49.91,124.99,14,0.170833333,2.64625,0.170833333,0.35,2.691666667,227.4583333,3.716666667,4.591666667,224.1666667,3.75,4.670833333,1014.9625,1014.979167,7.8375,7.9875
02/04/2006,1,49.91,124.99,14,1.660416667,5.872083333,1.666666667,3.666666667,5.845833333,134.375,13.05833333,16.60416667,128.5416667,13.0625,16.71666667,991.1375,990.8583333,8.079166667,7.85
02/04/2007,2.25,49.91,124.99,14,0.085,3.762083333,0.2125,0.508333333,2.654166667,92.54166667,3.7875,4.5375,88.125,4.033333333,4.879166667,1028.845833,1028.933333,5.075,6.9375
02/04/2008,1.260869565,49.91,124.99,14,0.162173913,2.42173913,0.169565217,0.604347826,2.391304348,227.3913043,3.947826087,5.039130435,233.4347826,4.169565217,5.352173913,1019.278261,1019.256522,2.417391304,5.795652174
02/04/2009,3.375,49.91,124.99,14,0.0475,2.748333333,0.020833333,0.120833333,2.766666667,236.9166667,1.7125,2.320833333,224.7083333,2.045833333,2.675,1016.5875,1016.633333,5.416666667,7.2875
02/04/2010,2.25,49.91,124.99,14,0.169166667,3.595416667,0.154166667,0.370833333,3.070833333,128.25,3.341666667,4.016666667,113.5416667,3.633333333,4.366666667,1005.754167,1005.820833,7.329166667,7.458333333
02/04/2011,1,49.91,124.99,14,0.672083333,4.22625,0.675,1.4625,4.275,167.4583333,6.716666667,8.233333333,165.125,6.995833333,8.766666667,1026.216667,1026.0875,6.858333333,6.891666667
02/04/2012,3.125,49.91,124.99,14,0.045,3.222083333,0.029166667,0.108333333,3.233333333,228.9583333,1.483333333,2.366666667,206.3333333,1.575,2.4375,1023.166667,1023.016667,-51.3,6.4875
02/04/2013,3.125,49.91,124.99,14,0.664583333,21.34625,0.620833333,1.091666667,4.0625,122.5833333,6.983333333,8.341666667,122.375,7.208333333,8.758333333,1018.9875,1018.9875,6.770833333,6.745833333
02/04/2014,4,49.91,124.99,14,0.421818182,27.88181818,0.336363636,0.909090909,3.15,129,5.140909091,6.840909091,291.2272727,5.354545455,7.218181818,1026.304545,1026.304545,1.413636364,7.254545455
02/04/2015,1.375,49.91,124.99,14,0.064166667,5.877916667,0.079166667,0.104166667,5.391666667,85.20833333,2.170833333,2.554166667,90.20833333,2.3125,2.733333333,1017.6375,1017.620833,7.616666667,8.2625
02/04/2016,3.375,49.91,124.99,14,0.84125,23.60583333,0.75,1.566666667,3.8375,151.125,6.033333333,7.6625,152.5,6.154166667,7.791666667,1019.533333,1019.520833,6.8,8.158333333
02/04/2017,3.869565217,49.91,124.99,14,0.322608696,27.16434783,0.265217391,0.769565217,2.686956522,261.4347826,3.652173913,4.656521739,234.5217391,3.591304348,5.143478261,1001.526087,1001.521739,1.243478261,6.665217391
02/04/2018,3.125,49.91,124.99,14,0.204583333,25.42583333,0.1875,0.458333333,3.133333333,144.5833333,2.95,3.754166667,136.9583333,3.279166667,4.145833333,1018.291667,1018.258333,7.508333333,7.7
02/04/2019,4,49.91,124.99,14,0.87375,28.44,0.6625,2.0875,3.38125,305.75,9.46875,12.08125,329.9375,9.9875,12.83125,1004.79375,1004.7625,-2.3125,7.1375
02/04/2020,2.695652174,49.91,124.99,14,0.732608696,23.34130435,0.67826087,1.482608696,3.6,126.0434783,6.695652174,8.260869565,0,0,0,1028.078261,1028.086957,3.230434783,7.386956522
02/04/2021,0,49.91,124.99,14,10000,10000,0.116666667,0.55,2.258333333,125.9166667,3.275,3.975,0,0,0,1026.295833,1026.3,5.725,-51.3
02/04/2022,0,49.91,124.99,14,10000,10000,1.052173913,2.469565217,4.073913043,120.5217391,8.952173913,10.76521739,0,0,0,1024.965217,1024.956522,6.57826087,-51.3
02/05/2005,1.5,49.91,124.99,14,0.230416667,3.1075,0.229166667,0.441666667,2.979166667,281.625,4.879166667,6.216666667,276.7916667,4.9875,6.35,1018.65,1018.625,5.308333333,7.470833333
02/05/2006,1.545454545,49.91,124.99,14,0.231818182,2.938636364,0.236363636,0.481818182,2.918181818,249.3636364,4.595454545,5.731818182,258.4545455,4.5,5.622727273,1024.981818,1024.713636,5.545454545,7.381818182
02/05/2007,4,49.91,124.99,14,0.021666667,4.050416667,0.054166667,0.145833333,2.7125,235.75,2.133333333,2.566666667,234.625,2.279166667,2.808333333,1024.9125,1024.983333,5.95,6.825
02/05/2008,1.52173913,49.91,124.99,14,1.710869565,5.472608696,1.713043478,4.065217391,5.37826087,120.826087,12.60434783,15.32608696,125.0869565,13.13913043,16.19130435,1011.878261,1011.843478,4.504347826,6.308695652
02/05/2009,3,49.91,124.99,14,0.04875,2.58,0.033333333,0.108333333,2.775,199.375,2.258333333,2.979166667,242.4166667,2.629166667,3.4,1010.358333,1010.4125,4.345833333,7.041666667
02/05/2010,1,49.91,124.99,14,0.677916667,3.84625,0.675,1.304166667,3.825,127.8333333,6.925,8.445833333,112.125,7.295833333,8.958333333,1002.470833,1002.516667,8.325,7.683333333
02/05/2011,1.5,49.91,124.99,14,0.17125,2.774583333,0.166666667,0.7,2.791666667,288.75,3.85,4.754166667,284.9583333,4.1,5.116666667,1029.933333,1029.808333,3.9625,6.708333333
02/05/2012,3.25,49.91,124.99,14,0.045416667,2.9425,0.025,0.120833333,2.75,114,1.6875,2.520833333,121.5,1.883333333,2.745833333,1024.241667,1024.083333,-51.3,6.341666667
02/05/2013,1.782608696,49.91,124.99,14,1.382608696,7.153478261,1.308695652,2.565217391,5.034782609,134.0434783,11.06956522,13.50434783,133.9130435,11.43043478,14.13478261,1006.626087,1006.626087,7.586956522,7.12173913
02/05/2014,4,49.91,124.99,14,0.400833333,28.20333333,0.329166667,0.8625,3.258333333,210.625,4.045833333,5.945833333,193.2916667,4.2625,6.270833333,1031.670833,1031.670833,0.1875,7.15
02/05/2015,2,49.91,124.99,14,0.988333333,14.11291667,0.941666667,1.779166667,4.341666667,127.5,7.95,9.783333333,130.9583333,8.1,10.1125,999.9208333,999.9166667,8.483333333,8.345833333
02/05/2016,3.47826087,49.91,124.99,14,1.76173913,24.39913043,1.604347826,3.543478261,5.065217391,127.2608696,12.57391304,15.2826087,127.6086957,12.69130435,15.38695652,1017.286957,1017.286957,8.382608696,8.469565217
02/05/2017,3.4375,49.91,124.99,14,0.565625,23.828125,0.46875,1.10625,3.51875,269.8125,5.83125,7.03125,223.0625,5.15625,8.6875,1002.19375,1002.19375,0.58125,6.36875
02/05/2018,1,49.91,124.99,14,0.076666667,14.6925,0.1,0.0875,3.15,255.7083333,2.283333333,2.75,279.3333333,2.579166667,3.079166667,1019.016667,1018.975,7.816666667,7.779166667
02/05/2019,3.590909091,49.91,124.99,14,0.413181818,25.69272727,0.272727273,1.081818182,2.627272727,306,5.572727273,7.145454545,330,5.981818182,7.7,1011.040909,1011,0.581818182,7.190909091
02/05/2020,1.75,49.91,124.99,14,0.579583333,18.6825,0.545833333,1.141666667,4.366666667,86.04166667,3.575,4.654166667,0,0,0,1019.025,1019.016667,2.9375,7.6125
02/05/2021,0,49.91,124.99,14,10000,10000,0.326086957,1.213043478,3.030434783,227.3913043,5.113043478,6.439130435,0,0,0,1020.691304,1020.682609,6.073913043,-51.3
02/05/2022,0,49.91,124.99,14,10000,10000,0.179166667,0.5,2.9875,248.4166667,2.566666667,3.291666667,0,0,0,1032.125,1032.125,7.008333333,-51.3
02/06/2005,1,49.91,124.99,14,0.842916667,4.5725,0.854166667,1.7875,4.304166667,151.375,8.9625,10.95,148,9.091666667,11.13333333,1010.916667,1010.8875,4.608333333,7.604166667
02/06/2006,3.125,49.91,124.99,14,0.04875,3.606666667,0.029166667,0.0875,2.975,202.5,2.15,2.829166667,197.125,1.970833333,2.65,1026.016667,1025.7625,5.179166667,7.295833333
02/06/2007,3.875,49.91,124.99,14,0.024583333,4.727916667,0.054166667,0.370833333,2.95,94.33333333,2.495833333,3.0625,94.29166667,2.7375,3.383333333,1017.141667,1017.204167,5.9,6.820833333
02/06/2008,1,49.91,124.99,14,0.344347826,2.998695652,0.347826087,0.973913043,2.991304348,180.173913,5.095652174,6.639130435,184.2608696,5.365217391,7.065217391,1014.586957,1014.547826,4.752173913,6.195652174
02/06/2009,1.75,49.91,124.99,14,0.283333333,2.985416667,0.279166667,0.7,2.908333333,322.25,5.575,6.75,306.6666667,5.954166667,7.233333333,1012.620833,1012.658333,5.829166667,6.6875
02/06/2010,1,49.91,124.99,14,0.563333333,3.662916667,0.5625,1.191666667,3.695833333,140.5833333,6.3625,7.683333333,124.0416667,6.7125,8.183333333,1009.0625,1009.1125,8.608333333,7.9
02/06/2011,1.875,49.91,124.99,14,0.327083333,3.399166667,0.329166667,0.758333333,3.141666667,101.9583333,5.316666667,6.341666667,99.58333333,5.504166667,6.6875,1027.416667,1027.283333,5.029166667,6.720833333
02/06/2012,2.75,49.91,124.99,14,0.050833333,2.801666667,0.0375,0.179166667,2.6375,227.9583333,2.154166667,2.7625,236.75,2.3375,3.020833333,1021.029167,1020.883333,-51.3,6.358333333
02/06/2013,2.5,49.91,124.99,14,1.064583333,16.5525,0.983333333,2.066666667,4.4875,141.9166667,10.11666667,12.38333333,141.125,10.46666667,12.9875,1008.604167,1008.604167,7.429166667,7.454166667
02/06/2014,4,49.91,124.99,14,0.473043478,28.19304348,0.404347826,0.982608696,3.717391304,209.173913,4.904347826,6.873913043,177.9565217,5.143478261,7.256521739,1023.191304,1023.191304,-0.991304348,7.1
02/06/2015,1.6,49.91,124.99,14,1.382,9.683,1.32,2.27,4.75,125.7,10.645,13.11,128.2,11.025,13.565,986.58,986.58,10.445,8.49
02/06/2016,2.5,49.91,124.99,14,0.43625,16.75875,0.404166667,0.895833333,3.95,187.7916667,3.604166667,4.616666667,177.5416667,3.741666667,4.783333333,1022.795833,1022.791667,7.304166667,8.3875
02/06/2017,4,49.91,124.99,14,0.624761905,28.05857143,0.504761905,1.566666667,3.057142857,304.9047619,7.476190476,9.19047619,217.9047619,5.914285714,7.385714286,997.647619,997.647619,-0.642857143,6.504761905
02/06/2018,1,49.91,124.99,14,0.071666667,15.27041667,0.1,0.091666667,3.508333333,208.875,2.15,2.595833333,217.0416667,2.454166667,2.941666667,1024.070833,1024.041667,7.05,7.654166667
02/06/2019,3,49.91,124.99,14,0.177916667,26.66916667,0.133333333,0.433333333,2.266666667,248.0833333,3.025,4.266666667,227.4166667,3.370833333,4.666666667,1021.904167,1021.891667,2.304166667,6.866666667
02/06/2020,1.875,49.91,124.99,14,0.0825,28.20333333,0.033333333,0.583333333,2.45,211.9583333,1.479166667,2.270833333,0,0,0,1018.2,1018.2,4.1625,7.704166667
02/06/2021,0,49.91,124.99,14,10000,10000,0.15,1.186363636,2.459090909,257.2727273,3.227272727,4.054545455,0,0,0,1017.772727,1017.768182,5.822727273,-51.3
02/06/2022,0,49.91,124.99,14,10000,10000,3.325,2.995833333,4.833333333,123.2916667,2.95,3.616666667,0,0,0,1032.675,1032.675,5.341666667,-51.3
02/07/2005,1.25,49.91,124.99,14,0.23,2.869166667,0.233333333,0.483333333,2.704166667,312.8333333,5.3,6.508333333,293.5833333,5.441666667,6.670833333,1019.958333,1019.95,4.4375,7.479166667
02/07/2006,1.75,49.91,124.99,14,0.22625,3.812916667,0.225,0.404166667,3.325,146.1666667,4.325,5.333333333,140.9583333,4.225,5.2625,1023.5625,1023.295833,6.720833333,7.295833333
02/07/2007,3.5,49.91,124.99,14,0.035416667,3.78375,0.1625,0.320833333,2.6875,92.58333333,2.775,3.35,90.75,2.995833333,3.633333333,1013.725,1013.7875,6.895833333,6.758333333
02/07/2008,1.260869565,49.91,124.99,14,0.933913043,4.656086957,0.939130435,2.143478261,4.608695652,224.6521739,6.917391304,8.991304348,229.4782609,7.265217391,9.486956522,1003.46087,1003.408696,4.365217391,6.556521739
02/07/2009,1.125,49.91,124.99,14,0.249166667,2.73125,0.245833333,0.745833333,2.6375,253.5,4.883333333,6.191666667,239.1666667,5.220833333,6.65,1024.420833,1024.454167,5.4375,6.966666667
02/07/2010,2.625,49.91,124.99,14,0.084583333,3.512083333,0.075,0.1625,2.891666667,227.0833333,1.7,2.158333333,225.7083333,1.933333333,2.445833333,1016.970833,1017.033333,7.329166667,7.829166667
02/07/2011,1,49.91,124.99,14,0.619583333,3.8225,0.625,1.5,3.85,280.9166667,7.270833333,9.1875,277.125,7.579166667,9.708333333,1020.295833,1020.175,5.154166667,6.820833333
02/07/2012,3.875,49.91,124.99,14,0.038333333,3.098333333,0.004166667,0.079166667,3.183333333,174.2083333,0.5625,1.308333333,184.9583333,0.866666667,1.595833333,1014.558333,1014.404167,-51.3,6.204166667
02/07/2013,1.375,49.91,124.99,14,1.504583333,8.1825,1.420833333,3.120833333,5.329166667,134,9.579166667,11.79166667,133,9.9,12.27916667,1008.808333,1008.808333,7.275,7.5125
02/07/2014,3.217391304,49.91,124.99,14,0.22,24.05956522,0.156521739,0.504347826,2.652173913,247.0434783,3.37826087,4.7,228.0869565,3.552173913,4.986956522,1012.369565,1012.369565,-0.965217391,6.760869565
02/07/2015,3.217391304,49.91,124.99,14,0.924347826,22.08782609,0.860869565,1.626086957,3.947826087,130.6521739,8.765217391,10.77391304,132.8695652,9.091304348,11.2,992.1043478,992.1,10.17826087,8.656521739
02/07/2016,3.75,49.91,124.99,14,0.3075,26.14791667,0.2625,0.645833333,2.525,119.9166667,4.420833333,5.2625,115.4583333,4.3625,5.204166667,1034.145833,1034.129167,6.829166667,8.225
02/07/2017,3,49.91,124.99,14,0.257083333,27.3475,0.204166667,0.575,2.420833333,303.7083333,3.720833333,4.916666667,277.5833333,3.6625,4.845833333,1007.316667,1007.316667,0.375,6.166666667
02/07/2018,3.875,49.91,124.99,14,0.365416667,28.32166667,0.3125,0.720833333,3.2625,96.79166667,4.733333333,5.695833333,120.1666667,5.145833333,6.208333333,1026.220833,1026.195833,7.3375,7.6875
02/07/2019,2.625,49.91,124.99,14,0.175416667,28.44,0.125,0.4375,2.445833333,160.2916667,2.395833333,3.5875,184.9583333,2.679166667,3.941666667,1028.075,1028.045833,2.920833333,6.770833333
02/07/2020,1.956521739,49.91,124.99,14,0.458695652,24.33434783,0.369565217,1.282608696,2.686956522,212.8695652,4.956521739,6.273913043,0,0,0,1014.256522,1014.26087,4.652173913,7.5
02/07/2021,0,49.91,124.99,14,10000,10000,0.495238095,1.742857143,3.085714286,331.047619,8.195238095,10.10952381,0,0,0,1015.409524,1015.414286,6.061904762,-51.3
02/07/2022,0,49.91,124.99,14,10000,10000,1.233333333,0.704166667,3.8,193.875,2.366666667,3.195833333,0,0,0,1023.583333,1023.583333,6.425,-51.3
02/08/2005,2.434782609,49.91,124.99,14,0.052608696,4.17,0.052173913,0.091304348,4.039130435,317.6521739,2.02173913,2.747826087,312.6521739,2.039130435,2.773913043,1025.586957,1025.582609,4.004347826,7.02173913
02/08/2006,1,49.91,124.99,14,0.273913043,3.153913043,0.273913043,0.591304348,3.065217391,288.3913043,5.508695652,6.6,280.0434783,5.452173913,6.591304348,1027.356522,1027.1,6.982608696,7.5
02/08/2007,2.75,49.91,124.99,14,0.062083333,3.762083333,0.170833333,0.35,2.95,168.125,2.475,3.154166667,171.25,2.6875,3.4625,1012.770833,1012.85,7.383333333,6.891666667
02/08/2008,1.625,49.91,124.99,14,0.139166667,2.711666667,0.1375,0.475,2.704166667,239.7083333,3.166666667,4.05,244.4166667,3.395833333,4.383333333,1014.108333,1014.079167,5.541666667,6.683333333
02/08/2009,1,49.91,124.99,14,0.305416667,3.075,0.308333333,0.7625,3.008333333,143.4166667,4.641666667,5.654166667,145.5,4.9375,6.079166667,1009.733333,1009.758333,5.708333333,7.1625
02/08/2010,1.25,49.91,124.99,14,0.180416667,2.779583333,0.191666667,0.341666667,2.716666667,162.25,3.704166667,4.495833333,145.3333333,3.8625,4.7625,1018.225,1018.2875,7.404166667,7.9625
02/08/2011,1,49.91,124.99,14,0.4,3.04173913,0.386956522,1.291304348,3.026086957,308.0869565,8.143478261,9.6,304.3913043,8.539130435,10.15217391,1029.265217,1029.130435,4.591304348,6.739130435
02/08/2012,2.5,49.91,124.99,14,0.276666667,3.55,0.258333333,0.720833333,3.5375,130.2916667,3.879166667,4.875,141.1666667,4.129166667,5.258333333,1016.954167,1016.795833,-51.3,6.420833333
02/08/2013,2.434782609,49.91,124.99,14,0.169130435,22.63521739,0.147826087,0.373913043,2.726086957,269.3913043,2.865217391,3.560869565,251.6086957,2.986956522,3.769565217,1023.969565,1023.969565,5.560869565,7.108695652
02/08/2014,2.875,49.91,124.99,14,0.159583333,22.44541667,0.125,0.316666667,2.741666667,211.5416667,2.8125,3.9125,237.7916667,2.991666667,4.141666667,1015.645833,1015.645833,0.083333333,6.270833333
02/08/2015,2.5,49.91,124.99,14,0.913181818,16.12,0.872727273,1.554545455,4,129.8636364,8.490909091,10.57727273,132,8.822727273,11.02727273,1007.159091,1007.154545,9.845454545,8.763636364
02/08/2016,1.5,49.91,124.99,14,0.069166667,9.190416667,0.095833333,0.116666667,4.883333333,190.25,1.758333333,2.208333333,204.6666667,1.929166667,2.383333333,1033.995833,1033.983333,7.104166667,7.983333333
02/08/2017,2.875,49.91,124.99,14,0.224583333,22.19625,0.204166667,0.475,3.304166667,255.4166667,2.1,3.1375,258.5833333,2.275,3.375,1014.166667,1014.158333,1.641666667,6.045833333
02/08/2018,2.363636364,49.91,124.99,14,0.711363636,15.05863636,0.654545455,1.309090909,3.954545455,236.1363636,5.872727273,7.2,227.2727273,6.309090909,7.768181818,1018.513636,1018.472727,8.45,7.822727273
02/08/2019,2.625,49.91,124.99,14,0.252916667,19.52333333,0.220833333,0.516666667,3.066666667,166.125,2.404166667,3.416666667,175.375,2.695833333,3.779166667,1021.020833,1020.995833,2.35,6.595833333
02/08/2020,3.7,49.91,124.99,14,0.789,26.185,0.705,1.725,3.99,254.75,7.785,9.555,0,0,0,1010.84,1010.835,6.69,7.81
02/08/2021,0,49.91,124.99,14,10000,10000,0.447619048,1.566666667,2.914285714,307.4285714,7.485714286,9.252380952,0,0,0,1017.028571,1017.02381,3.723809524,-51.3
02/08/2022,0,49.91,124.99,14,10000,10000,1.929166667,1.645833333,3.270833333,180.5416667,3.545833333,4.654166667,0,0,0,1034,1034,6.266666667,-51.3
02/09/2005,2,49.91,124.99,14,0.062916667,3.697083333,0.066666667,0.145833333,3.2625,273.5416667,2.183333333,2.870833333,260.7083333,2.204166667,2.929166667,1026.0125,1026.020833,4.958333333,7.125
02/09/2006,1.923076923,49.91,124.99,14,0.075384615,2.496153846,0.076923077,0.184615385,2.384615385,303.0769231,2.415384615,3.1,271.4615385,2.276923077,2.969230769,1038.469231,1038.223077,5,7.353846154
02/09/2007,3.25,49.91,124.99,14,0.061666667,3.9825,0.141666667,0.320833333,2.9625,170.5833333,2.75,3.525,185.375,2.941666667,3.85,1015.016667,1015.095833,6.729166667,6.870833333
02/09/2008,2.434782609,49.91,124.99,14,0.343478261,4.091304348,0.330434783,0.769565217,4.108695652,204.2608696,4.469565217,5.417391304,208.7391304,4.743478261,5.817391304,1019.365217,1019.352174,5.382608696,6.617391304
02/09/2009,1.5,49.91,124.99,14,0.203333333,2.737083333,0.2,0.6875,2.708333333,260.125,4.083333333,5.191666667,244.625,4.404166667,5.604166667,1007.116667,1007.1625,3.666666667,7.0375
02/09/2010,2.5,49.91,124.99,14,0.057916667,3.320416667,0.05,0.1375,2.783333333,207.1666667,1.8375,2.8,206.7916667,2.033333333,3.0625,1017.891667,1017.941667,5.75,7.5625
02/09/2011,2.153846154,49.91,124.99,14,0.068461538,2.577692308,0.061538462,0.3,2.546153846,319.7692308,2.261538462,3.123076923,312.6153846,2.392307692,3.338461538,1035.515385,1035.369231,2.615384615,6.453846154
02/09/2012,1,49.91,124.99,14,0.40375,4.05375,0.416666667,1.15,3.9875,122.625,5.9375,7.225,122.7916667,6.154166667,7.645833333,1022.9125,1022.758333,-51.3,7.1
02/09/2013,2.75,49.91,124.99,14,0.0525,5.9375,0.029166667,0.016666667,3.683333333,81.25,1.3875,1.920833333,78.125,1.545833333,2.1125,1025.35,1025.35,5.491666667,7.008333333
02/09/2014,3.125,49.91,124.99,14,0.182916667,27.22916667,0.129166667,0.45,2.275,296.1666667,3.741666667,4.75,260.2083333,3.908333333,5.033333333,1016.741667,1016.741667,1.545833333,6.279166667
02/09/2015,1.5,49.91,124.99,14,0.109583333,14.9925,0.108333333,0.216666667,4.3625,192.2916667,1.783333333,2.258333333,204.25,1.908333333,2.3875,1005.804167,1005.8,8.770833333,8.7125
02/09/2016,2.125,49.91,124.99,14,0.057083333,6.150416667,0.045833333,0.1125,4.9125,207.8333333,1.904166667,2.529166667,211.3333333,2.054166667,2.708333333,1024.85,1024.841667,6.029166667,7.566666667
02/09/2017,1.75,49.91,124.99,14,0.120833333,16.58875,0.120833333,0.279166667,3.833333333,210.0416667,2.245833333,2.95,209.5,2.55,3.479166667,995.6166667,995.6083333,0.745833333,5.295833333
02/09/2018,4,49.91,124.99,14,0.419565217,28.0073913,0.317391304,0.934782609,2.765217391,305.2173913,6.239130435,7.473913043,313.4782609,6.565217391,8.039130435,1024.621739,1024.595652,6.273913043,7.560869565
02/09/2019,3.8,49.91,124.99,14,0.922666667,26.82866667,0.753333333,2.113333333,3.886666667,283.4666667,9.48,11.41333333,211.8666667,10.02666667,12.18666667,1012.64,1012.606667,0.453333333,6.493333333
02/09/2020,3.045454545,49.91,124.99,14,0.252727273,23.81318182,0.177272727,0.659090909,2.713636364,246.9545455,4.004545455,4.904545455,0,0,0,1032.422727,1032.427273,5.359090909,7.354545455
